asset_class,gamma,skill,overconfidence,strategy,cagr,cagr_mean,volatility,sharpe,sharpe_p25,sharpe_p75,sortino,max_drawdown,final_multiple,effective_n,turnover,n,beat_risk_only,beat_market_hold,beat_risk_only_cagr,beat_market_hold_cagr
equities,1.2,0.0,2.0,views_full_conf,0.127065806796689,0.11686492026437914,0.2531835822154345,0.4352317016600703,0.21034930566646842,0.5527401814077028,0.7190405324288344,-0.3402320932598053,1.6130373118566297,3.1385158213325246,0.4748162993150683,40,0.45,0.575,0.4,0.55
equities,1.2,0.0,2.0,views_stated_conf,0.11679196036276995,0.11560338239622267,0.25371943748270237,0.4058316708944445,0.20694863864849442,0.5301247417777479,0.662927143860639,-0.3564434496305851,1.5549221460129,3.2449028352205858,0.46085846956229826,40,0.4,0.625,0.375,0.55
equities,1.2,0.2,1.0,equal_weight,0.12341059365887486,0.12675011450781187,0.2256558477961915,0.46851391738540443,0.3248717034062219,0.642302409312645,0.784591379980037,-0.2855686051005571,1.5920383947690195,5.999999999999999,0.0,40,0.625,0.7,0.425,0.6
equities,1.2,0.2,1.0,market_hold,0.12306716854170785,0.1049495198569231,0.3366874814448674,0.42907420899583437,0.22398392939148923,0.5363240853411446,0.7176054294318316,-0.4283798073581172,1.5901201847861306,1.0,0.0,40,0.35,0.0,0.375,0.0
equities,1.2,0.2,1.0,risk_only,0.13477479333092202,0.1286509297403245,0.26670308279795807,0.44979510366716813,0.2695294930919465,0.6399254587037934,0.7516994286408649,-0.3696834808299144,1.6575375820884322,4.293553439665313,0.017947018026381822,40,0.0,0.65,0.0,0.625
equities,1.2,0.2,1.0,views_calibrated_conf,0.14769604921234147,0.14076242417308854,0.2601958153157665,0.5018219536010772,0.2986441127277737,0.5880142382079487,0.8509695091019127,-0.3406399045711713,1.734128948818767,3.7974371264409497,0.33389192851356975,40,0.675,0.725,0.65,0.7
equities,1.2,0.2,1.0,views_full_conf,0.1208358090685211,0.1388148669631386,0.2520468478715272,0.4274519380538496,0.2809864122504722,0.6562121951380189,0.7043314230261237,-0.32766221473726487,1.5775354328201663,3.1438323088310356,0.468223850876543,40,0.625,0.675,0.625,0.625
equities,1.2,0.2,1.0,views_stated_conf,0.13182398882430058,0.14321179891097202,0.2538736306416687,0.4746933062848938,0.31952487088432313,0.6298846708713242,0.7907592040596981,-0.33227058131135445,1.6402863530159486,3.3652195927767177,0.4344271963266303,40,0.625,0.675,0.6,0.675
equities,1.2,0.2,2.0,equal_weight,0.12341059365887486,0.12675011450781187,0.2256558477961915,0.46851391738540443,0.3248717034062219,0.642302409312645,0.784591379980037,-0.2855686051005571,1.5920383947690195,5.999999999999999,0.0,40,0.625,0.7,0.425,0.6
equities,1.2,0.2,2.0,market_hold,0.12306716854170785,0.1049495198569231,0.3366874814448674,0.42907420899583437,0.22398392939148923,0.5363240853411446,0.7176054294318316,-0.4283798073581172,1.5901201847861306,1.0,0.0,40,0.35,0.0,0.375,0.0
